book_name,author,rating,reviews,price_usd,duration_mins,duration_category,primary_genre
You Were Born Rich,Bob Proctor,4.6,263,9.88,648,Very Long (10+ hrs),Personal Success
The Ultimate Spider-Man,Stan Lee,5.0,4,8.47,568,Long (6-10 hrs),Superhero Fiction for Teens
All the Devils Are Here: The Hidden History of the Financial Crisis,Bethany McLean,4.6,255,15.13,929,Very Long (10+ hrs),Real Estate Investments
The Actor's Life: A Survival Guide,Jenna Fischer,4.8,597,8.05,449,Long (6-10 hrs),Acting & Auditioning
Emma [Naxos Edition],Jane Austen,4.3,2025,12.08,999,Very Long (10+ hrs),General
Thrawn (Star Wars),Timothy Zahn,4.7,2328,15.13,1016,Very Long (10+ hrs),Space Opera Science Fiction
The 3-Minute Rule: Say Less to Get More from Any Pitch or Presentation,Brant Pinvidic,4.9,83,9.08,315,Medium (3-6 hrs),Meetings & Presentations
Judgement Detox: Release the Beliefs That Hold You Back from Living a Better Life,Gabrielle Bernstein,4.5,564,5.65,310,Medium (3-6 hrs),Personal Success
Blueprint: The Evolutionary Origins of a Good Society,Nicholas A. Christakis,4.6,159,20.16,895,Very Long (10+ hrs),Biological Sciences
The Business Book: Big Ideas Simply Explained,DK,4.6,355,13.17,983,Very Long (10+ hrs),Biographies of Business Leaders
You Are Not Alone,Greer Hendricks,4.4,336,3.89,659,Very Long (10+ hrs),Psychological Fiction
Driven by Eternity: Make Your Life Count Today & Forever,John Bevere,4.7,494,6.49,582,Long (6-10 hrs),General
The Holiness of God: Extended Version,R. C. Sproul,4.8,508,13.95,323,Medium (3-6 hrs),Christian Sermons
The Prime: Prepare and Repair Your Body for Spontaneous Weight Loss,Kulreet Chaudhary,4.6,581,10.59,520,Long (6-10 hrs),Weight Loss Diets
I Dared to Call Him Father: The Miraculous Story of a Muslim Woman’s Encounter with God,Bilquis Sheikh,4.9,736,8.46,425,Long (6-10 hrs),Christian Evangelism
A Secret Revealed,Christopher C. Doyle,3.9,191,2.81,52,Short (under 3 hrs),General
"HBR's 10 Must Reads on Strategy, Vol. 2: HBR's 10 Must Reads Series",Harvard Business Review,5.0,6,7.06,383,Long (6-10 hrs),Non-Profits & Charities
Heads You Win,Jeffrey Archer,4.0,1254,3.89,954,Very Long (10+ hrs),Fiction Sagas
What Life Should Mean to You,Alfred Adler,4.4,29,6.22,325,Medium (3-6 hrs),Freudian Theory
A Secret Revealed,Christopher C. Doyle,3.9,191,2.81,52,Short (under 3 hrs),General
Star Wars: Ahsoka,E. K. Johnston,4.7,2244,15.13,424,Long (6-10 hrs),Sci-Fi Movie
Leadership on the Line (Revised): Staying Alive Through the Dangers of Change,Ronald A. Heifetz,4.6,90,9.88,584,Long (6-10 hrs),Leadership
Before Memory Fades…: An Autobiography,Fali S. Nariman,4.5,184,10.07,729,Very Long (10+ hrs),Law Biographies
"HBR's 10 Must Reads on Strategy, Vol. 2: HBR's 10 Must Reads Series",Harvard Business Review,5.0,6,7.06,383,Long (6-10 hrs),Non-Profits & Charities
Financial Modeling and Valuation: A Practical Guide to Investment Banking and Private Equity,Paul Pignataro,4.6,71,8.47,659,Very Long (10+ hrs),Corporate Finance
Quichotte,Salman Rushdie,4.8,5,10.48,938,Very Long (10+ hrs),Absurdist Fiction
Percy Jackson and the Greek Heroes,Rick Riordan,4.7,337,10.7,946,Very Long (10+ hrs),Fairy Tales
How to Hear From God: Learn to Know His Voice and Make Right Decisions,Joyce Meyer,4.7,310,5.65,330,Medium (3-6 hrs),Christian Discipleship
Arms and the Man,George Bernard Shaw,4.1,59,2.81,152,Short (under 3 hrs),English
"The General Theory of Employment, Interest, and Money",John Maynard Keynes,4.2,443,13.4,877,Very Long (10+ hrs),Interest
Rising Strong,Brené Brown,4.7,2815,10.7,531,Long (6-10 hrs),Stress Management
The Barefoot Investor: The Only Money Guide You'll Ever Need,Scott Pape,4.8,1021,8.05,389,Long (6-10 hrs),Investing & Trading
"Pale Gray for Guilt: A Travis McGee Novel, Book 9",John D. MacDonald,4.5,110,8.05,504,Long (6-10 hrs),Hard-Boiled Mysteries
The Guiding Light: A Selection of Quotations from My Favourite Books,A. P. J. Abdul Kalam,4.5,30,2.81,144,Short (under 3 hrs),Society & Social Sciences
"Hal Koerner's Field Guide to Ultrarunning: Training for an Ultramarathon, from 50K to 100 Miles and Beyond",Hal Koerner,4.5,283,7.06,350,Medium (3-6 hrs),Running & Jogging
All Marketers Are Liars: The Power of Telling Authentic Stories in a Low-Trust World,Seth Godin,4.4,450,8.05,257,Medium (3-6 hrs),General
The Sense of an Ending,Julian Barnes,4.2,2049,5.63,277,Medium (3-6 hrs),General
Science in the Soul: Selected Writings of a Passionate Rationalist,Richard Dawkins,4.6,197,9.88,880,Very Long (10+ hrs),Evolution
Why I Am Not a Christian,Bertrand Russell,4.4,309,14.12,480,Long (6-10 hrs),Theology & Philosophy of Religion
Performing Under Pressure: The Science of Doing Your Best When It Matters Most,Hendrie Weisinger,4.5,127,12.11,660,Very Long (10+ hrs),Stress Management
High Growth Handbook,Elad Gil,4.6,109,10.07,746,Very Long (10+ hrs),Organisational Behaviour
Selling Technology the Sandler Way: Finding Technical Solutions That Win Long-Term Business Relationships,Rich Chiarello,5.0,12,7.06,183,Medium (3-6 hrs),Forecasting & Strategic Planning
The Cold War: A World History,Odd Arne Westad,4.4,76,13.71,1547,Very Long (10+ hrs),Russian History
Little Men,Louisa May Alcott,4.3,475,10.07,659,Very Long (10+ hrs),Classic Literature
Anna Karenina (AmazonClassics Edition),Leo Tolstoy,4.2,2560,12.71,2287,Very Long (10+ hrs),Classic Literature
Victim 2117: Department Q 8,Jussi Adler-Olsen,4.2,97,9.14,932,Very Long (10+ hrs),Political Thrillers
Behind Closed Doors,B A Paris,4.3,9641,8.59,526,Long (6-10 hrs),Psychological Fiction
Coming Home to Yourself: A Meditator's Guide to Blissful Living,Osho,5.0,16,9.08,244,Medium (3-6 hrs),General
Forever My Saint: A Dark Romance,Monica James,4.6,44,10.07,620,Very Long (10+ hrs),General
The Innovation Stack: Building an Unbeatable Business One Crazy Idea at a Time,Jim McKelvey,4.8,67,10.59,383,Long (6-10 hrs),New Business Enterprises
No Longer Human,Osamu Dazai,4.7,594,7.06,253,Medium (3-6 hrs),Literary Fiction
101 Best Indian Fables for Children,Stuti Gupta,3.7,23,2.81,146,Short (under 3 hrs),Fairy Tales
The Incredible Banker,Ravi Subramanian,4.1,85,8.05,513,Long (6-10 hrs),General
101 Best Indian Fables for Children,Stuti Gupta,3.7,23,2.81,146,Short (under 3 hrs),Fairy Tales
Panthers Moon (Hindi Edition),Ruskin Bond,4.3,10,8.05,330,Medium (3-6 hrs),Fiction Short Stories
Kashi: Secret of the Black Temple,Vineet Bajpai,4.5,476,8.05,587,Long (6-10 hrs),General
Why I'm No Longer Talking to White People About Race,Reni Eddo-Lodge,4.7,3069,6.86,353,Medium (3-6 hrs),Civil Rights & Liberties
Teachings of the Buddha: Revised and Expanded,Jack Kornfield (editor),4.6,156,1.2,217,Medium (3-6 hrs),Theravada Buddhism
"Reveal: Wicked Ways, Book 2",K. Bromberg,4.7,162,6.05,687,Very Long (10+ hrs),General
Capital City: Gentrification and the Real Estate State,Samuel Stein,4.4,36,5.65,328,Medium (3-6 hrs),Textbooks & Study Guides
Humble Pi: A Comedy of Maths Errors,Matt Parker,4.7,548,10.7,573,Long (6-10 hrs),General
The Billionaire's Secret Heart,Ivy Layne,4.3,791,2.81,156,Short (under 3 hrs),General
The Rise and Fall of American Growth: The U.S. Standard of Living Since the Civil War,Robert J. Gordon,4.4,267,16.12,1814,Very Long (10+ hrs),General
The One You Cannot Have,Preeti Shenoy,4.3,583,8.05,507,Long (6-10 hrs),General
"Frenemies Forever: Dork Diaries, Book 11",Rachel Renée Russell,4.7,474,8.0,166,Short (under 3 hrs),Literature & Fiction for Children
The Future Leader: 9 Skills and Mindsets to Succeed in the Next Decade,Jacob Morgan,4.7,127,7.06,479,Long (6-10 hrs),Time Management & Productivity
"Embrace the Suck: What I Learned at the Box About Hard Work, (Very) Sore Muscles, and Burpees Before Sunrise",Stephen Madden,4.3,116,7.06,289,Medium (3-6 hrs),General
Connect the Dots,Rashmi Bansal,4.3,465,10.07,602,Very Long (10+ hrs),General
Alive at Work: The Neuroscience of Helping Your People Love What They Do,Daniel M. Cable,4.6,63,7.06,282,Medium (3-6 hrs),Occupational & Organisational Psychology
The Mirror and the Light,Hilary Mantel,4.6,2968,13.71,2291,Very Long (10+ hrs),Fiction Sagas
"The Longevity Solution: Rediscovering Centuries-Old Secrets to a Healthy, Long Life",Dr. James DiNicolantonio,4.3,270,8.05,376,Long (6-10 hrs),Alternative & Complementary Medicine
Ahimsa,Supriya Kelkar,4.6,84,7.06,343,Medium (3-6 hrs),Fiction on Racism & Discrimination for Children
The Story of Human Language,John McWhorter,3.0,2,16.93,1095,Very Long (10+ hrs),General
The Other Sister,Donna Hill,4.6,20,9.88,497,Long (6-10 hrs),African American Literature
"The Hit: Will Robie, Book 2",David Baldacci,4.5,6492,3.89,705,Very Long (10+ hrs),Mysteries
On the Origin of Species,Richard Dawkins,4.3,947,8.23,353,Medium (3-6 hrs),Evolution
India Shastra: Reflections on the Nation in Our Time,Shashi Tharoor,4.2,55,16.12,1617,Very Long (10+ hrs),General
Radical Focus: Achieving Your Most Important Goals with Objectives and Key Results,Christina R. Wodtke,4.4,189,6.04,217,Medium (3-6 hrs),Business Management
"Scorpio Hates Virgo: Signs of Love Series, Book 2",Anyta Sunday,4.4,74,7.06,527,Long (6-10 hrs),LGBT Romance
Samsung Rising: Inside the Secretive Company Conquering Tech,Geoffrey Cain,3.9,16,10.7,604,Very Long (10+ hrs),Biographies of Science & Technology Leaders
In the Footsteps of the Prophet: Lessons from the Life of Muhammad,Tariq Ramadan,4.8,213,8.05,577,Long (6-10 hrs),Islamic Biographies
India Shastra: Reflections on the Nation in Our Time,Shashi Tharoor,4.2,55,16.12,1617,Very Long (10+ hrs),General
Radical Focus: Achieving Your Most Important Goals with Objectives and Key Results,Christina R. Wodtke,4.4,189,6.04,217,Medium (3-6 hrs),Business Management
"Scorpio Hates Virgo: Signs of Love Series, Book 2",Anyta Sunday,4.4,74,7.06,527,Long (6-10 hrs),LGBT Romance
Samsung Rising: Inside the Secretive Company Conquering Tech,Geoffrey Cain,3.9,16,10.7,604,Very Long (10+ hrs),Biographies of Science & Technology Leaders
In the Footsteps of the Prophet: Lessons from the Life of Muhammad,Tariq Ramadan,4.8,213,8.05,577,Long (6-10 hrs),Islamic Biographies
Know My Name,Chanel Miller,4.8,1926,13.17,925,Very Long (10+ hrs),Sexual Abuse & Harassment
"Change by Design, Revised and Updated: How Design Thinking Transforms Organizations and Inspires Innovation",Tim Brown,4.5,106,142.92,457,Long (6-10 hrs),Organisational Behaviour
China Rich Girlfriend,Kevin Kwan,4.5,2667,9.7,904,Very Long (10+ hrs),Humorous Fiction
10 Masterpieces You Have to Read Before You Die 1,Jane Austen,4.4,344,4.83,6139,Very Long (10+ hrs),Caribbean & Latin American Literature
The Mastery of Love: A Practical Guide to the Art of Relationship,don Miguel Ruiz,4.8,3131,5.36,153,Short (under 3 hrs),Consciousness & Thought
"What Doesn't Kill Us: How Freezing Water, Extreme Altitude and Environmental Conditioning Will Renew Our Lost Evolutionary Strength",Scott Carney,4.6,656,8.05,571,Long (6-10 hrs),Baseball (Books)
The Essence of Self-Realization: The Wisdom of Paramhansa Yogananda,Swami Kriyananda,4.7,35,5.93,287,Medium (3-6 hrs),Consciousness & Thought
"The New Allergy Solution: Supercharge Resistance, Slash Medication, Stop Suffering",Dr. Clifford Bassett,4.0,33,12.11,591,Long (6-10 hrs),Diets
Don Quixote: Penguin Classics,Miguel Cervantes,4.5,481,13.17,2357,Very Long (10+ hrs),Classic Literature
Intensity: A Novel,Dean Koontz,4.4,889,8.47,783,Very Long (10+ hrs),Amateur Sleuth Mysteries
The Little Prince,Antoine De Saint-Exupéry,4.4,4278,3.22,41,Short (under 3 hrs),Classic Literature
The Office: The Untold Story of the Greatest Sitcom of the 2000s: An Oral History,Andy Greene,4.7,644,13.63,860,Very Long (10+ hrs),Film History & Criticism
Overcrowded: Designing Meaningful Products in a World Awash with Ideas,Roberto Verganti,4.8,18,8.47,458,Long (6-10 hrs),General
Hard Times Create Strong Men: Why the World Craves Leadership and How You Can Step Up to Fill the Need,Stefan Aarnio,4.7,300,10.07,973,Very Long (10+ hrs),Leadership
Anthem,Ayn Rand,4.4,128,9.31,123,Short (under 3 hrs),Science Fiction for Children
Taking Charge of Adult ADHD,Russell A. Barkley PhD,4.4,300,11.3,563,Long (6-10 hrs),Attention Deficit Disorders
Why Not Me?,Mindy Kaling,4.6,1666,7.41,297,Medium (3-6 hrs),General
"The Codependency Recovery Plan: A 5-Step Guide to Understand, Accept, and Break Free from the Codependent Cycle",Krystal Mazzola M.Ed LMFT,4.6,81,6.04,259,Medium (3-6 hrs),Twelve-Step Programmes
"Lean Mastery Collection: 8 Manuscripts: Lean Six Sigma, Lean Startup, Lean Enterprise, Lean Analytics, Agile Project Management, Kanban, Scrum, Kaizen",Jeffrey Ries,4.3,41,10.07,648,Very Long (10+ hrs),Project Management
Everything Happens for a Reason: And Other Lies I've Loved,Kate Bowler,4.5,740,9.08,272,Medium (3-6 hrs),Christian Death & Grief
Unleashing Great Teaching: The Secrets to the Most Effective Teacher Development,David Weston,4.5,18,10.11,538,Long (6-10 hrs),General
My Family and Other Animals,Nigel Davenport,4.6,1804,9.01,617,Very Long (10+ hrs),Environmentalists & Naturalists Biographies
Wall Street Titan,Anna Zaires,4.2,320,8.05,428,Long (6-10 hrs),Romantic Comedy
Taking Charge of Adult ADHD,Russell A. Barkley PhD,4.4,300,11.3,563,Long (6-10 hrs),Attention Deficit Disorders
Why Not Me?,Mindy Kaling,4.6,1666,7.41,297,Medium (3-6 hrs),General
"The Codependency Recovery Plan: A 5-Step Guide to Understand, Accept, and Break Free from the Codependent Cycle",Krystal Mazzola M.Ed LMFT,4.6,81,6.04,259,Medium (3-6 hrs),Twelve-Step Programmes
"Lean Mastery Collection: 8 Manuscripts: Lean Six Sigma, Lean Startup, Lean Enterprise, Lean Analytics, Agile Project Management, Kanban, Scrum, Kaizen",Jeffrey Ries,4.3,41,10.07,648,Very Long (10+ hrs),Project Management
Everything Happens for a Reason: And Other Lies I've Loved,Kate Bowler,4.5,740,9.08,272,Medium (3-6 hrs),Christian Death & Grief
Unleashing Great Teaching: The Secrets to the Most Effective Teacher Development,David Weston,4.5,18,10.11,538,Long (6-10 hrs),General
My Family and Other Animals,Nigel Davenport,4.6,1804,9.01,617,Very Long (10+ hrs),Environmentalists & Naturalists Biographies
Wall Street Titan,Anna Zaires,4.2,320,8.05,428,Long (6-10 hrs),Romantic Comedy
The Elementals,Michael McDowell,4.4,334,8.05,486,Long (6-10 hrs),Southern United States Literature
"Beyond Biocentrism: Rethinking Time, Space, Consciousness, and the Illusion of Death",Robert Lanza,4.4,437,8.05,436,Long (6-10 hrs),General
My Life with the Chimpanzees,Jane Goodall,4.6,171,6.02,223,Medium (3-6 hrs),Animals
Akbar and Birbal,Amita Sarin,4.3,71,2.81,140,Short (under 3 hrs),History & Culture for Teens
Dirty Rich Cinderella Story,Lisa Renee Jones,4.5,125,10.07,568,Long (6-10 hrs),General
Origin: Robert Langdon 5,Dan Brown,4.3,1038,3.61,461,Long (6-10 hrs),Conspiracy Thrillers
The Intimate Marriage,R. C. Sproul,4.7,4,7.94,144,Short (under 3 hrs),Christian Marriage & Relationships
Musafir [Traveller],Bashir Badra,4.5,93,6.04,248,Medium (3-6 hrs),General
God Save the Hon'ble Supreme Court,Fali S. Nariman,4.6,61,8.05,412,Long (6-10 hrs),General
Loserthink: How Untrained Brains Are Ruining America,Scott Adams,4.6,657,10.59,418,Long (6-10 hrs),Personal Success
"The Algebra of Happiness: The Pursuit of Success, Love and What It All Means",Scott Galloway,4.2,52,7.41,215,Medium (3-6 hrs),Consumer Behaviour
The Seventh Bride,T. Kingfisher,4.3,392,4.24,407,Long (6-10 hrs),Dark Fantasy
Ajab-Gazab Meri Duniya [My World],Ruskin Bond,4.5,5,8.05,443,Long (6-10 hrs),Fiction Short Stories
Foundations of Western Civilization II: A History of the Modern Western World,Robert Bucholz,4.6,3,21.37,1475,Very Long (10+ hrs),General
"Finding Ultra: Rejecting Middle Age, Becoming One of the World’s Fittest Men, and Discovering Myself",Rich Roll,5.0,6,8.46,587,Long (6-10 hrs),General
Best of Iqbal,Kuldip Salil,3.8,20,6.04,248,Medium (3-6 hrs),General
The State of the Nation,Fali S. Nariman,4.3,51,12.08,903,Very Long (10+ hrs),General
The Power of Positive Living ,Norman Vincent Peale,4.3,55,8.05,560,Long (6-10 hrs),Self-Esteem
Financial Freedom: A Proven Path to All the Money You Will Ever Need,Grant Sabatier,4.6,314,12.11,647,Very Long (10+ hrs),Budgeting
The Decline and Fall of the Roman Empire,Edward Gibbon,4.0,75,16.12,7591,Very Long (10+ hrs),Ancient & Classical Roman History
Don't Keep Silent,Elizabeth Goddard,4.6,16,11.3,637,Very Long (10+ hrs),Christian Thriller & Suspense
Intimations: Six Essays,Zadie Smith,4.7,32,7.41,51,Short (under 3 hrs),Biographies of Authors
HBR's 10 Must Reads on Change Management,Renee Mauborgne,4.6,202,8.05,450,Long (6-10 hrs),Non-Profits & Charities
"Around the World in 80 Trains: A 45,000-Mile Adventure",Monisha Rajesh,4.4,258,9.14,664,Very Long (10+ hrs),Railroad Engineering
Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398,8.47,373,Long (6-10 hrs),Occupational & Organisational Psychology
"Outlander: Outlander, Book 1",Diana Gabaldon,4.6,22631,14.12,1958,Very Long (10+ hrs),Historical Fantasy
The Adventures of Tom Sawyer,Mark Twain,4.4,1899,3.67,465,Long (6-10 hrs),Satire Fiction
50 Psychology Classics,Tom Butler-Bowdon,4.4,133,8.47,744,Very Long (10+ hrs),History of Psychology
"The Case of the Silent Partner: Perry Mason Series, Book 17",Erle Stanley Gardner,4.3,30,8.07,346,Medium (3-6 hrs),Crime Fiction
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129,12.14,784,Very Long (10+ hrs),Dogs & Dog Care
The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,4.5,544,10.7,373,Long (6-10 hrs),Personal Success
Powerful: Building a Culture of Freedom and Responsibility,Patty McCord,4.6,273,6.04,261,Medium (3-6 hrs),Workplace Culture
The Better Angels of Our Nature: Why Violence Has Declined,Steven Pinker,4.5,1148,14.12,2199,Very Long (10+ hrs),Violence in Society
The Magic Mountain,Thomas Mann,4.3,207,18.43,2247,Very Long (10+ hrs),Psychological Fiction
HBR's 10 Must Reads on Change Management,Renee Mauborgne,4.6,202,8.05,450,Long (6-10 hrs),Non-Profits & Charities
"Around the World in 80 Trains: A 45,000-Mile Adventure",Monisha Rajesh,4.4,258,9.14,664,Very Long (10+ hrs),Railroad Engineering
Liespotting: Proven Techniques to Detect Deception,Pamela Meyer,4.2,398,8.47,373,Long (6-10 hrs),Occupational & Organisational Psychology
"Outlander: Outlander, Book 1",Diana Gabaldon,4.6,22631,14.12,1958,Very Long (10+ hrs),Historical Fantasy
50 Psychology Classics,Tom Butler-Bowdon,4.4,133,8.47,744,Very Long (10+ hrs),History of Psychology
How Dogs Think: What the World Looks Like to Them and Why They Act the Way They Do,Stanley Coren PhD,4.4,129,12.14,784,Very Long (10+ hrs),Dogs & Dog Care
The Antidote: Happiness for People Who Can't Stand Positive Thinking,Oliver Burkeman,4.5,544,10.7,373,Long (6-10 hrs),Personal Success
A Stranger in the Mirror,Sidney Sheldon,4.3,161,8.46,439,Long (6-10 hrs),Contemporary Fiction (Books)
Home Before Dark,Susan Wiggs,4.5,108,12.11,690,Very Long (10+ hrs),General
Your Money and Your Brain: How the New Science of Neuroeconomics Can Help Make You Rich,Jason Zweig,4.3,106,7.06,699,Very Long (10+ hrs),Money Management
Gilgamesh: A Novel,Joan London,4.2,51,14.11,540,Long (6-10 hrs),General
The Mysterious Affair at Styles [Classic Tales Edition],Agatha Christie,4.1,2420,8.05,382,Long (6-10 hrs),Private Investigator Mysteries
An Unquiet Mind: A Memoir of Moods and Madness,Kay Redfield Jamison,4.6,1558,4.54,166,Short (under 3 hrs),Depression
The Startup Way: How Entrepreneurial Management Transforms Culture and Drives Growth,Eric Ries,4.5,121,9.06,612,Very Long (10+ hrs),Workplace Culture
"The Essentials of Risk Management, Second Edition",Michel Crouhy,4.4,49,9.88,1292,Very Long (10+ hrs),Insurance
Seabiscuit: Three Men and a Racehorse,Laura Hillenbrand,4.7,1002,8.69,793,Very Long (10+ hrs),Baseball (Books)
The Google Story,David A. Vise,4.2,90,9.6,621,Very Long (10+ hrs),General
"Conversations with God: An Uncommon Dialogue, Book 1",Neale Donald Walsch,4.5,822,8.05,504,Long (6-10 hrs),Parapsychology
The Diviners,Libba Bray,4.4,436,14.53,1094,Very Long (10+ hrs),Historical Fantasy for Teens
Sex and Vanity,Kevin Kwan,4.1,1082,10.7,576,Long (6-10 hrs),Romantic Comedy
The Win Without Pitching Manifesto,Blair Enns,4.8,283,2.81,150,Short (under 3 hrs),Business Sales
"Lokpriya Shayar Aur Unki Shayari - Ghalib [Popular Poets and Their Poetry - Ghalib]: Lokpriya Shayar Aur Unki Shayari, Book 1 [Popular Poets and Their Poetry, Book 1]",Prakash Pandit,4.3,81,6.04,248,Medium (3-6 hrs),General
Where Are the Customers' Yachts?: or A Good Hard Look at Wall Street,Fred Schwed Jr.,1.0,1,6.04,242,Medium (3-6 hrs),Personal Finance
The English Patient,Michael Ondaatje,4.1,398,6.86,533,Long (6-10 hrs),General
Bad Feminist,Roxane Gay,4.4,846,8.69,663,Very Long (10+ hrs),Women's Studies
Your Dreams Are Mine Now,Ravinder Singh,4.2,1038,9.08,550,Long (6-10 hrs),General
Set Your Voice Free: How to Get the Singing or Speaking Voice You Want,Roger Love,4.4,54,6.02,761,Very Long (10+ hrs),Acting & Auditioning
Burn,Patrick Ness,4.6,89,16.0,627,Very Long (10+ hrs),LGBT Literature & Fiction for Teens
Philosophers: Their Lives and Works,Simon Blackburn,4.4,35,10.7,1094,Very Long (10+ hrs),Philosopher Biographies
Bleak House: The Dickens Collection: An Audible Exclusive Series,Charles Dickens,4.4,1032,18.29,2592,Very Long (10+ hrs),Classic Literature
Why Jesus?: Rediscovering His Truth in an Age of Mass-Marketed Spirituality,Ravi Zacharias,4.7,330,6.02,537,Long (6-10 hrs),General
The Feminism Book,DK,4.6,74,13.17,973,Very Long (10+ hrs),Women History
The Hard Way: Jack Reacher 10,Lee Child,4.6,3631,13.17,710,Very Long (10+ hrs),General
The Tao of Pooh,Benjamin Hoff,4.6,952,5.65,166,Short (under 3 hrs),Taoism
Roald Dahl Reads Charlie and the Chocolate Factory and Four More Stories,Roald Dahl,4.7,108,7.41,220,Medium (3-6 hrs),Fiction Classics for Children
Peak: The New Science of Athletic Performance that Is Revolutionizing Sports,Dr. Marc Bubbs,4.7,90,10.07,827,Very Long (10+ hrs),Injuries & Rehabilitation
"The Laws of Simplicity: Design, Technology, Business, LifeDesign, Technology, Business, Life",John Maeda,4.1,110,5.65,164,Short (under 3 hrs),Graphic Design
The Responsible Company: What We've Learned from Patagonia's First 40 Years,Yvon Chouinard,4.6,82,2.82,173,Short (under 3 hrs),General
The Drunkard's Walk: How Randomness Rules Our Lives,Leonard Mlodinow,4.4,461,8.47,559,Long (6-10 hrs),Philosophy of Society
On the Origin of Species: By Means of Natural Selection,Charles Darwin,4.4,134,27.4,965,Very Long (10+ hrs),Evolution
"Learn, Improve, Master: How to Develop Any Skill and Excel at It",Nicolas Velasquez,4.8,42,4.23,331,Medium (3-6 hrs),Personal Success
Mind: A Journey to the Heart of Being Human,Daniel J. Siegel M.D.,4.2,92,8.47,1129,Very Long (10+ hrs),Social Psychology
I'll Be Gone in the Dark: One Woman's Obsessive Search for the Golden State Killer,Michelle McNamara,4.6,3731,6.86,584,Long (6-10 hrs),Serial Killers True Crime
The Priory of the Orange Tree,Samantha Shannon,4.5,1281,13.71,1552,Very Long (10+ hrs),Fairy Tale Fantasy
Dhyan Niyam [Meditation Rules]: Dhyan yog ninety [Meditation Yoga],Sirshree,4.6,3,2.11,383,Long (6-10 hrs),General
In Xanadu,William Dalrymple,4.5,59,6.86,179,Short (under 3 hrs),Asia Travel & Tourism
"It's Not Luck: Marketing, Production, and the Theory of Constraints",Eliyahu M. Goldratt,4.5,129,9.88,510,Long (6-10 hrs),General
How to Study: 25th Anniversary Edition,Ron Fry,4.4,38,8.47,404,Long (6-10 hrs),Study Guides & Test Preparation
The Strategy of Conflict,Thomas C. Schelling,4.2,32,8.05,562,Long (6-10 hrs),General
A Course in Weight Loss: 21 Spiritual Lessons for Surrendering Your Weight Forever,Marianne Williamson,4.4,583,6.76,404,Long (6-10 hrs),Weight Loss Diets
HBR's 10 Must Reads for CEOs,Harvard Business Review,4.7,19,7.06,523,Long (6-10 hrs),Organisational Behaviour
Pratham Aur Antim Mukti [First and Last Redemption],J. Krishnamurti,4.7,26,10.07,837,Very Long (10+ hrs),General
From Impossible to Inevitable: How SaaS and Other Hyper-Growth Companies Create Predictable Revenue: 2nd Edition,Aaron Ross,4.4,29,7.06,672,Very Long (10+ hrs),General
My Inventions: The Autobiography of Nikola Tesla,Nikola Tesla,4.4,741,6.04,193,Medium (3-6 hrs),Biographies of Science & Technology Leaders
Artificial Intelligence for Dummies,John Mueller,4.3,89,8.47,812,Very Long (10+ hrs),Machine Theory & AI
The Fall and Rise of China,Richard Baum,5.0,2,21.37,1448,Very Long (10+ hrs),General
Playing for Keeps,R. L. Mathewson,4.4,1706,8.05,453,Long (6-10 hrs),Erotic Romance
Room,Emma Donoghue,4.4,5797,3.89,645,Very Long (10+ hrs),Literary Fiction
White Fragility: Why It's So Hard for White People to Talk About Racism,Robin DiAngelo,4.5,4942,8.23,380,Long (6-10 hrs),Racism & Discrimination Studies
The Bhagavad Gita: A Walkthrough for Westerners,Jack Hawley,4.7,225,5.64,336,Medium (3-6 hrs),Classic Literature
Diktate - hören - schreiben - korrigieren: Deutsch üben,Werner Heidemann,5.0,1,10.08,144,Short (under 3 hrs),German Language Learning
"15 Secrets Successful People Know About Time Management: The Productivity Habits of 7 Billionaires, 13 Olympic Athletes, 29 Straight-A Students, and 239 Entrepreneurs",Kevin Kruse,4.5,465,6.04,190,Medium (3-6 hrs),Time Management & Productivity
The Protestant Ethic and the Spirit of Capitalism,Max Weber,3.5,130,8.46,317,Medium (3-6 hrs),General
"Healing Through the Dark Emotions: The Wisdom of Grief, Fear, and Despair",Miriam Greenspan,4.6,86,8.47,776,Very Long (10+ hrs),Depression
Nine Lies About Work: A Freethinking Leader's Guide to the Real World,Marcus Buckingham,4.6,223,8.47,533,Long (6-10 hrs),Workplace Culture
Still the Mind: An Introduction to Meditation,Alan Watts,4.6,76,3.66,18,Short (under 3 hrs),General
"99 Thoughts on Ganesha: Stories, Symbols and Rituals of India’s Beloved Elephant-Headed Deity",Devdutt Pattanaik,4.3,101,2.81,147,Short (under 3 hrs),General
The Perils of Being Moderately Famous,Soha Ali Khan,4.1,287,13.63,269,Medium (3-6 hrs),Literary Essays
Start Where You Are: A Guide to Compassionate Living,Pema Chödrön,4.7,377,9.08,379,Long (6-10 hrs),Tibetan Buddhism
"How to Talk to Anyone, Anytime, Anywhere: The Secrets of Good Communication",Larry King,4.2,116,4.2,20,Short (under 3 hrs),Public Speaking
The Case for Jesus: The Biblical and Historical Evidence for Christ,Brant Pitre,4.9,371,10.59,450,Long (6-10 hrs),Christology
Falling in Love Again: Stories of Love and Romance,Ruskin Bond,4.2,114,8.05,332,Medium (3-6 hrs),General
